,VAR_ID_BASELEGAL,VAR_DESCRIPCION_BASELEGAL,VAR_DECRETO_BASELEGAL,VAR_ESTADO_BASELEGAL,INT_ID_AFILIACION
49,ed9af1e2c14f4ee3841141d6f7263f8c,MwlBgW5rTT8BcUQUANRV,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,615e28c239ac41a6854aa651d5a90753
50,0140028a60fc4e61b7f53caea7409b9d,hUKsXjkt1kVmrcUUa1Vm,Ley de Seguridad Social,Activo,1bb9de9ad2ed43c390148ea118cc8b89
51,59551405b13245e5b5d3ee9da21b1bad,edEHGoeRwLYsL4NfY9MG,Ley de Seguridad Social,Activo,4f4c1afda3a94d27be5b598fe0b60aa8
52,de7aa65f02bc4038bc812410bb545a48,YEcVWUZw3lbakUSfgxo2,Ley de Seguridad Social,Activo,162af7d2407f49ad96d49922a0a36c93
53,0ad57a9a7d2645889a67a24d2ae621c1,60YhO0dNYRWY6YcEvdvP,Norma CreaciÃ³n,Activo,9eb961a996d54ad3b2df0770b0806e7b
54,7fe36739477141fdbc4ed5f6770917e9,31SbTTDV4BQ1SczS1tZm,Norma CreaciÃ³n,Activo,3bf9f4343faf4768ba732b72ffd9855d
55,bab1ddc56c20419198aca0022af92859,SjLvXOi6F2KkaxH2GahB,Norma CreaciÃ³n,Inactivo,08b754722b3946a7a6930bdb2945c539
56,09d2d164ce734a13a6ca6d0b15b71599,Oghu8u9eRDMA0ch4fVKT,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,102a567d0eeb434c9f5825767f2138b1
57,f9f249ec475b47f2b8c690d84548ecc7,gHxKrWnvn2T07pHvSpDC,Ley de Seguridad Social,Inactivo,870c74b084184e2d847fe56e624f1a1a
58,3a367b1c153c43c4af9dfb47216b3eb0,SxROTtaT1TvOBxoCl0qm,Norma CreaciÃ³n,Activo,3c7af8f725b444caa0048ed2787e702b
59,54f8d546a3e540668478c0cb031a7183,G1XZxkG1x6UpnOmHknhz,Ley de Seguridad Social,Inactivo,2990498d90c8493b9a535c14810b4ef4
60,305e783471af48a69d7f87a2b14179d4,GJp2EJidN4Tkv2StcTmy,Norma CreaciÃ³n,Activo,405e242ed0e14753a58d8842e55d0819
61,78826f6a33c14c9488d240d0632eb80c,ZJT0d4ehkB477wzVEJPx,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,c68f6e2b21104d9e97a7eab4f48b7ca2
62,2941b97d39eb4f6ca7009b62f0ab457b,iT2PMUirYi5g3uBqHUJm,Ley de Seguridad Social,Inactivo,e9a9aa7c442a465aa7ec5001bd4bc7d3
63,4d7681fdf0c8425cb0e48d583f15b2fd,eMGUpFSqqw0CDLI5b3Af,Ley de Seguridad Social,Activo,6c4708df893744e78b11036ce5444f5c
64,4a2399c094994b0398e001e64209c265,5JAwdCXas76WDVS7DgqT,Ley de Seguridad Social,Inactivo,17af4c7d2dae40d0845d53d2ee36a72b
65,5fbb3ff4defa46b19eb22be350416c9f,YxqAZ2S3GhoO7p3FuZqk,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,faee7c3ce4844d9b8a7cbebbb7b29998
66,437148e49bac4ee7841319a1dca92ed1,g5aKIWK6gLoQ1OvJ47N9,Normal de RegulaciÃ³n,Activo,c23a3197a83b4085867d461f326cf495
67,b5e9d0665fcc488f9876fb1644e1e46a,gUhKXVT4E8lLhFR8r97S,Ley de Seguridad Social,Activo,5887e0c9c857463194e5e26cf94a7970
68,5fbc5e9229bf48c392bc276eb9c32c52,QzfeXqabnR6IazDIRnSB,Ley de Seguridad Social,Activo,e440c5886d8a43d097efa3aaa7e08f26
69,7d9645bc43a2416abf8c0b1ca62d284b,lEdNX9yOqHvA1Op90fos,Norma CreaciÃ³n,Activo,773d9a2545e6459889f80156fb67eae9
70,ccb8806ed01d4a1d80df4a830d2b3916,lyGjmVjFi8U0XGh1QS1f,Normal de RegulaciÃ³n,Activo,cb9fadadf5bf4957af004263f69072f1
71,2fcbcdd9e2a745edb0576409d3bf1fc6,0k9W3KeBjhtO69OKwmSu,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,7c281cfd779d4661afe33ae6c6b3176b
72,8342f6657c684f99b80a5f140905256e,kWpkEdgko2SsMrqeKdtb,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,09e9358f6eac4a888485d7841a363f1a
73,0ea04bc288444073a58bff77be640b94,ZpMLdrgWrwcEGNuv2zeB,Ley de Seguridad Social,Activo,ff194cf82d0d45439b5d18c2fb18ddd0
74,53ff01eede924095b844965ec7509d79,i0rm1P2wuhs94TPHivI3,Ley de Seguridad Social,Activo,ec313e9987994108a0cd28a3487f150f
75,041874f6ffaa4373bf04c80d0415d11c,tQ50JPB18Neeke9MkUTB,Ley de Seguridad Social,Inactivo,cbe48635996949dfafe59a9c64b7fcb6
76,fd483f166e6f4c6c899f77f544ef86ea,g83kW6IADRbP7DwMEIZ3,Ley de Seguridad Social,Activo,e82607e3f4b7426faaa0783d5993e9c7
77,b41abf200d434b639f857cdb8e12c050,X8gu887E01sCEqlsr7DN,Ley de Seguridad Social,Activo,76ccb02e1967455b9b6d3d08c9452512
78,f75d66e96c5949edaa849414723ef849,ayYRr4R6jbB2zngS07KA,Ley de Seguridad Social,Activo,e1cb19e4c9444b1da8e17b75151bacd9
79,b144463d8f86429fb685953cbb4c212f,vN1iplPJCZNBU2WRVugH,Ley de Seguridad Social,Activo,f1a51170f0ac446480c737966ca0902c
80,3458dc378a6d424b9ff07799b6df2767,LdKO2J5tFajJhCjmUzHm,Norma CreaciÃ³n,Activo,94a3ecca15d14f15891da0a819f12538
81,7b146b49e1154119acd38824dcb129f3,DVZLvTvcrsAjuMNKLqM9,Ley de Seguridad Social,Activo,5c48851c07114a6d8c131fe6481001e5
82,11cade86ff624560a3c61fa8c36dc7d0,EXZbEEd8QWEESYUdtasD,Ley de Seguridad Social,Activo,ecacad760f97413ebf32277764587aae
83,5dc6542d66b540a890f1555dce09f479,xezooSZ92sZTA2y7jrJp,Ley de Seguridad Social,Activo,1715a130abe048e1bf79bdd40b84ae8d
84,3f2ac29c2e664eb2aa1427cab1f4ae4d,GuMntdNbTpKLbnqhtnUk,Ley de Seguridad Social,Activo,ab55437aa9264996b6b3cab9e3ea0d63
85,a144d6d9f586448b9457eb2b60f1db6a,YShI4TnXLtqlmep9cp3M,Normal de RegulaciÃ³n,Activo,c4c0979cf70b47089baec7424d69698b
86,924c5af5dc574320ba43f1c56d3caab0,h1vArsHBybwjMcaQ2Jb0,Ley de Seguridad Social,Activo,1cdb6e46a4e345e6b0d05303ef600568
87,060b9e2d3e884b36b57eceb734deefe0,UOeIRhxkpeYTHJpzQLDV,Normal de RegulaciÃ³n,Activo,5b6034c79966421ea84c6565e06028c6
88,ddd867878d6a405d803929020220999d,4G5j6CJ0IphkALoCWOgn,Ley de Seguridad Social,Activo,29c737ae402d4620a580d45fec72b650
89,15f4f36a51ca47e6806499989bf79ce2,0yzF9YExZ5WDczcUUGtP,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,d382cd998a9a4f52af882933a265e538
90,44ca76db60f34512b64d5aab11b7db6c,H7IoeLTTzhkwoXjPY4Os,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,4d9525ed75af48a6806fd301cd70377c
91,4645181d521b4db5861a4c7fb248e4c2,MJt83ltMEZInjjHBLxrG,Ley de Seguridad Social,Inactivo,975847a0cc704cbe900c88215be743a9
92,2ad4638db79541ec8cb508a6f649412f,1wlkeKsNLQcVzpbpNMBT,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,2bac0cd640c944d49fe61811d58ca364
93,f507fb27ac954ea6b7ecee4390b54a19,wtUaNB5d9Jy2VS2UhpaZ,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,22d711e7f8a64748bcbc08694855dfcf
94,af0b31d5ecef4267826ad2528c562608,e0X1C5ep5KFt8RMhWfPT,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,5f563ce910974f66830ef1cac0568e96
95,7b11f304a3e94634b2b70aa7c52c585a,W4AFBBsCBk9H0zl40HkF,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,82db30996ccc43b08f4a639f97fbafe9
96,74e49b745da54297bbd2a731c8af1117,JvjfqGAUnnqN9K7MqNxo,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,b315e97184b44633b92b8f6c71ad0990
97,d971e43b4edb4bb6b7178e831bea1a60,Gb6LhQ4Zl23aVcQ11vJT,Norma CreaciÃ³n,Activo,1a1a562c29dc419e97ecc546ec27819a
98,ae39b070e6f44a079b52cb201befe559,PJKaXYBQdiOuXYlbvGMg,Ley de Seguridad Social,Inactivo,465b333387244926a746e19cc809a1e1
99,9cab56352a3040fcbf3a3b84f8daa5ef,mMGdzMfg1TX9gwEaFcw2,Ley de Seguridad Social,Activo,6077a057de344c9293ac2e62f904c0b8
100,17030b30bf7e4c559e1558f71be85ae6,KuPwP2JBW2zcHz6dafv3,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,be2bc77c698d4287997929c19aacf412
101,f8e99f238c48494a9a2f2dcc870ae828,AAZ5pdiKKxyJoHCXRcJc,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,b520af406e804ea8b0709258c19f12da
102,1c234bb92e284f7b9df4ecc7c9fa38c8,PqLaUmyRkPI6ad1TIjRZ,Normal de RegulaciÃ³n,Activo,47d1f738a1c8429b85c40320c8ed4713
103,5c4f4bf614ac45ce843f3119909c6757,cqHJxbHSvV3wnQb180bs,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,88b5ecde65a84a1ab9f859a0cdf43e1f
104,b0c5d15688c14ee1b35f957ec68f0aab,Z5Bzvb6vrD8OSb8qrxfv,Norma CreaciÃ³n,Activo,640d9c05c6ba497895f19d0d0b10426b
105,1712de55b519492cb0386fb46dc06535,PrkiSegQ6TNpt90xMens,Normal de RegulaciÃ³n,Activo,58830cc7aa7c4a28b742a06de39f79ac
106,9384ae22261b4bd296257d7d544af7f8,2lr1Cd9bnhiyclx9zqjA,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,625f3ff0b4fd48209a0c920edd14e99a
107,b9c875c9a9f8462b81a647fb34675695,3RsUcQ8TvUVKmWeak0ZX,Ley de Seguridad Social,Inactivo,6787b7f3289140edbaa705ddb91b302a
108,1733552ab99643e3946012f4d1fc0ca0,cvMYxrW9GllAcvySfEe0,Ley de Seguridad Social,Activo,f894d172fdf64b3bbd78799570ceecd9
109,80e0b888f3be4536aaa23308a5bf6bd2,U16IomqefFzSsxJjW56l,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,0d0d83577b2c4651893546eaddf111b4
110,06bb3a9e1975473490e40483f371c8e8,YjSC3DVnX3jxF0Yx6VbX,Norma CreaciÃ³n,Activo,21bf4e1063374a67a555f411f187915d
111,ef81e96a6103410fac47c2991c982968,dXyEq0redQBJY2CKFrlz,Norma CreaciÃ³n,Activo,3d2f7647900949baacd3051fca07b098
112,0bfd8686030142579b99681ab806fd91,ozTmD3xgqH9jfRYmYzop,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,d58fc69e4a464214ae3101db654177a8
113,604f4326aa18433ca395c82bce644316,yMJE75NU3eykARTHToUG,Ley de Seguridad Social,Activo,b456daf762c64d14af646cde5c7659a0
114,fe5cfd455a3c4e9ca941615d6dc84fb3,WkjrtuMxbrTUOMnZDnSd,Norma CreaciÃ³n,Activo,2d6098770ec9490b8c44c055b81ac788
115,74100cf6832b453a8e3b643586b140d4,afhVfATiAeKahEvZbJiA,Ley de Seguridad Social,Activo,c8609fa2b6cc4a20ab6a2bab528b6c1b
116,8193c617b38a40638f858d99926ce22f,ykGYVHVXAQ6aSuv6mlt9,Ley de Seguridad Social,Activo,24422502e43d448ea94c6f842e74e7c0
117,bb12be3be1d641de9f90e772390c656e,utFF61CuOVJMTQnd1d19,Ley de Seguridad Social,Activo,f69598d4386a438aba07551943e6816a
118,8eee3beb6da44fedaf5b0c83ba4285b5,mkoPNEcfsh9NZEg9IxaZ,Normal de RegulaciÃ³n,Activo,38cc99f7dba048feac13e0625f00a7cc
119,cdca1a80cb5147f6b71e67342adb3713,nk2pvDxYULnjgXBYNKgy,Ley de Seguridad Social,Activo,f56adf6bfa154cb380eeb729e68bb0f8
120,f7057125588849f8a7c99a3208b263c1,L9a1Rp05xVu12zveWqE6,Ley de Seguridad Social,Activo,b930fcbae076401ea1471af2c48b98ca
121,d10f011e5e0c49e293dd432e094b338e,lxnAoZMzTBHBCrBb04xh,Normal de RegulaciÃ³n,Activo,87d089b7aed143818f0851b130413723
122,0ab60f2836284afe86a87d4a1f06f81b,CXguCvd0VwYtSg3DBJAK,Ley de Seguridad Social,Activo,41ffe441886146ca9e1e5953a1be742a
123,47bfb669bb264954a27b01a2c7e226ee,SaA9VeuIntiV9JnykqIV,Ley de Seguridad Social,Activo,0b158bea480f44a78ded46c7bc9c8535
124,baef1974d4d84f5cb064aba3f578cae5,IWW51XuIT9MQUvWKsumY,Ley de Seguridad Social,Activo,1322b9648f554a1eb34d51e701344ead
125,2ba3d3b5cccd40068a66d2fd8c2cf9c8,dglmg0xQfSKvRUMXk5hb,Ley de Seguridad Social,Activo,7a1afde5786e4906ad3aedd5b0326f5b
126,46bcb55a01da429f9bcbba1592100d0e,lbVwH49WkMiDH1kh5qdN,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,f4f7aeeae0c341f9b8a1581981e69aba
127,62a636b98d564dc595a4584c2668ec9a,9FhsmJhsEEa9i2uA9QjX,Norma CreaciÃ³n,Inactivo,f77982f6c704456796a37beb501ac6dc
128,594e6d1af7bb4828b00873efb1307e93,5VRrgqz0m8VMye9oGF1u,Ley de Seguridad Social,Activo,57b9769f9cc74081a3fec761c18c3657
129,4bc0b27f678648cbbc43e1c6ba986d71,7cLBCXxCllmsKptfn0ga,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,be64a2b450c54b9d9e40101e9a9c86f3
130,30443636cc8041de91d400f8c72b54db,0aIAeDLJ1WCBp2q0Tm2t,Norma CreaciÃ³n,Activo,a88f765a1fae4b878d94c1300102477b
131,4bc821ffcd514552a9e95669e4a87fa3,RHEsQ6OBUSzZceWrOTSA,Norma CreaciÃ³n,Activo,d352ab6ef8c444d5aada31950e9ebb23
132,dbf1484a154b47a0af2a9b34a9c20649,MVcMPfxLzJzuS5lQoUTE,Ley de Seguridad Social,Inactivo,8613c861a8034a87b404edaad10075e0
133,437238eca01b4e1b88a2ce868f65ba9c,9deymFAi7wJHEQBzZpN8,Ley de Seguridad Social,Inactivo,c5593d4dc5394bfc9a31c69ce163a9ea
134,109c6a1e8445430a94d326ce3bb2f205,T0jwC9pdlfR66vu2kfDJ,Normal de RegulaciÃ³n,Activo,8ee445c3eb294675966b30b0d4223e73
135,486b1731d3b64643b211a28f70cef88a,Y2mrsQIOsx4zMK4FZcI1,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,53e47e33629c45ecbcd0d58e2742180b
136,7077d6e5ce9f4c568abc1fb24e35dfa5,ciefNAUovgGHOtSTWlit,Normal de RegulaciÃ³n,Activo,632f14ac83bf40aeb06559e3e6b21584
137,e4937241b0b14b5d89155d752ec47254,z592MAecEpw2gP3pZgCW,Ley de Seguridad Social,Activo,7317f0fc9e45417fada4b19f027fa1f6
138,95750c59381d4f1faab4bde7d0ebed6b,2ntSDXgSv0YTIi2uWfJj,Ley de Seguridad Social,Inactivo,3e5f4db932ea4c54ba182864094f29d9
139,bc53d64aebb741ab9a9690a0b42fb86f,aAxYg1abV99B0YfrqjVT,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,ae05255f93504d388ab47c0357018414
140,19bf98402f8b47b8ae6f61b27c84fde6,OV3OkvRd9S7Bfwz5cy8b,Norma CreaciÃ³n,Activo,0a6eb9c3846d47ed8289e484effc15f5
141,102937af0b714739a2f72f482eec66ab,16UsKxLSBRWgQjjDJikQ,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,ae87b6cc2ebf49729d6264dbc1fe97d8
142,75843ffda83e476fb4949e72ec011d86,TzwySkcKudD8lZa46ivx,Normal de RegulaciÃ³n,Activo,19ae170513a441849ad7425da043bcd3
143,2bcd643d6f1f4af68e1f80db0f824822,eCsUY2vwhwvPA0fT3rmF,Ley de Seguridad Social,Inactivo,8b6c1650079b43fc8b1cd8e3d4650099
144,9e21afcca58a49d4a230337f3f947a42,mBCOSL8hM90S4nDHeuBL,Ley de Seguridad Social,Activo,dd90d90e99214904a58c83eb5b542021
145,9d8fc79113f8435db992b3da1ee0413c,iU5O5e80X923GK27FlXi,Ley de Seguridad Social,Activo,0330cf46be6548f9b553020a8a255cee
146,ffa299b3147a4bf39ae5db79a44e64cd,6koTr70HhA1krRVOLRmx,Ley de Seguridad Social,Inactivo,69a59d6e41db4b918761132df7d3dc69
147,7577e88d15a74c0eadf1ac50e7709302,nZM55spYgC98AwMyxfCS,Normal de RegulaciÃ³n,Activo,88db9b4bdd6443e7bb628a718cabeb97
148,8e5f4e293643455fbf0182752939579f,U8gZ2EgrnXy4kdMgGNi2,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,a10082723ae84780b9fd3ea669cf9151
149,33178974727f4ab39f1b825a919be31a,3aojaLBhqdNF0vSwoMqa,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,dd8d24cac7c84718a8df283c45cf34e0
150,9cef892b27954155b27e6b8e5c3dbc20,E9p9b45cItqVwsOlqdJs,Ley de Seguridad Social,Activo,8f20adc6753349a681c3ef983baa8a6c
151,b762d91630d94479a93f13f29fdf97c4,0mx9avVWAmiZyPCqsvJ7,Norma CreaciÃ³n,Activo,c6dd20fab1e94e63ad87adac96cd5c7b
