,VAR_ID_TRABAJO,VAR_ID_PERSONA,VAR_ID_EMPRESA,VAR_ID_APORTACION,INT_ID_AFILIACION
0,929756f8d843460c89edf91b97c7cf9c,b8a09bbb20b343748c5597b5c0221c00,96454b18312745bcb31808ad83f6bdb9,0cd15d4605b64d2b9851ec3ed6fcee8b,07a14a4b31ac4abf8508c824c71d4140
1,437131c815b64188b277d5a24cea6294,0010c7797d9c42e5ba4ee3d01f4ebc7b,b7f1cea11f0a458a9211107ba9d148b9,95105f4dc59c4d71850d064fb8255ef8,0434b189e67a4c6aa81f3f4f3642bd10
2,127cb919baac4c7580743e83c53f320a,de49f3fde5c64a77a67447054ff5a0d1,e4419f87083942a092b0726609966e3a,1add0182442f4966be11d59ebbc464ef,c6a3eba2d8504ee09700e5d960287070
3,6d954c49fcba406c97844d1da5806f81,af70727f522e4af7a76f0ea06ebd42fd,4bfd1e5b632f4d26bee6c202972ff346,9570a459dc10406586cd1336d17d90a5,bb939fac565e40928d4c9f4715dce979
4,93cf3c6d6a8845a28db5cacea0872a51,ac3414b8279945469fb30441f33aa830,9ae7961daae14302b037f822080e53b6,b428f2d5f1da48e38a392e6f67b45218,1c2c8e4598a14733b6f083edd3411488
5,e79e434883ad48679b75406253d3fba9,67b173bc58a345f1b9220f5de4124744,4f6f2328a5614c9e9319fdd7829effcd,97c98bd0cc3e4a1eb4d401ddc05e4357,7bc759f1174c426ea0cbbe9dd59ac45b
6,776fa5d26d9f49bebc6064652f3fd619,646c73f30eef46b68f2e82e8d3c65276,36b9f69de3754a84af3eb12b70ac082b,e32681f111ca40048adabe22bd45c716,7809a5e432294c29abec83567c175928
7,b078719e402745cd815bf00d6e56bb75,73c1d68d4a104065a4dff402922f43e0,dcf8663a33614d17b9285d0694e55431,8115be10efdf4ac294357151a722292c,e02f37035118482f9660b9143177c1e1
8,4a55ec9dcdaa4fb595c1feccbe1204a7,b1ff65cfeafe4d3cafa1619c61790fef,218e94dae13f45e0af8e5a29a3d619bc,ed7ca1820548442680837a70233e48ed,833982bfcf034d5ba4a41b47b6963bbf
9,f548c3c7c4f149708eb47a508f8180c7,3de0ac7978aa4bc9ac48a078caa874f4,9e2035a2dd78426dbce8ba821272c7ef,6ccaa414d156444d96ab8c3a3a244e15,030f0cff05aa435e8b79c9c4b3aeb311
10,312bef64bf0b4ebfaf2ed6a6695d180f,debd739f2fc94341a0c2ab109c91c235,96c6a32e98234ee28814ae4a243a1a3d,be8b6a9e93b24266bc76c93312cadb12,d22a55cffffa4317bb481be36b3aac19
11,3d48507c4cc14228b72f2d8629d7fae6,d10ddec7a33940c99193eb9af147b711,f257f52eff544d46a0994275cc2cb5a6,ebd415e888a94756bcb094e3c197611b,ec3e3d95bb0c48a29eac51c674d04854
12,82ed29b725014fe39c8817e6ce2957af,0d0f08ce1c4c4a3e854f4639281d3cdb,febf662b3fd84896bd568b82f02cb6f5,bfdc682c266945459a5324edafdbb3ab,8b268fffcf6145b1a58cab527cc81e7c
13,762fbec856594f11b1fef056b3bed4c8,79c0a8afa3eb4479a0cfb4f07b0abbb8,e06264810de844a182a64a7197e74e7f,805ba8ddaedd4cc486c76fa21d276c7b,620acfc0c793454aa8d82f80967c9d9c
14,359c7daa0f54410da1f50078efc56753,f4850cc8011f46fd9a0bdf981d1d777d,c6061153a761469cbfdaf4394f90f2fc,a85f6de1d7cf468bbab2e73cc39f2d1a,746a199f2e38481a8ad2bae1f55b333d
15,853a71967f8144a39e078aa95ab00fcf,7e03b8cab2a848d19c454dd47bc25f72,6c030889cc8d47c29cba165642c33fb7,cb22abe608984480b24d75d573099bcd,7591d1c97171483d97fd3eacca1e731c
16,7cdd1de96f6748b39bef8686d163d3c4,57a3e69e74144664be7fd80835e667a6,fe3bb797f5bb464c9f44fbb74d5ad89b,8afe54f490a54a1aaca0e801eb38ec5b,ccd68ff8679342d2be0907e574e1a6a5
17,0e1ce950891343cd8c2b6161ed1cdead,c0d8927fd0bf48599fe8a8f3c8989975,308b9079d43340bdb8151d8f79e2bcae,fd272c5bd43a4cea8690e4845ea0ddac,992f400d193445619ea0a2ecb3d8ccc8
18,e05169c4f5304c14aaef0929cedee144,64f5cbede1bf4f388cc8172723700a70,db2bb37e54134c5d99353533ca796b8c,88c861a7853c4f0787833882d6915e7d,4cf5d3f4217e4cf4818d8e3bc8f41737
19,00a61cde385f4ff99828cb8fc8844f9d,3c4868e0c0fd4a5dbd2fa8c17dbf3592,4dbab26702ad452d94204e929e0f7164,be70b08b35954e298df8653bc43236ff,1a284818b1f6465c814156a62b8a6751
20,9ac69a82ffde4d1fac453541159fa0b8,a958cf33f2e64c0d812cbed55ddd9418,51eaf825ff17448fb9295b6cff8d1356,3fd1a8bc81ac4cb2b528273e4f0511c0,6760e83f5b3a46089dbd289a763393a4
21,e9e188d90b714345848fc8ab79cbfce2,d5acd224ec774d5383e9c0d92ffea128,812774c1ab1042d9b5db322d4ecea83b,c86b702af80e4cda99871716281dd8c3,c151eb1420ea48c49022313ef6f43b93
22,7d1f845c09b24717a87328fe28002d9b,38dc2a9ac04243669d22fe52f5f1b600,839436fd10834560b7a2caa667f530c9,c3de7f21f7184184b87d10fbe9f11e50,3a7035a1d8d54503997a9c3a474c4731
23,5b71f00891db4e0cbad945aaac13589d,323660ec603a40808aad5912d417529b,d6b52cb0ad0642f783a5b0ffc4190f73,d4f510965d7d4502a30273d04207a38c,c65874698a9445c7be6d70ae23ebf8c9
24,707982e053724452944da38f3f8c27ab,3377b7679d544b3d8f09a3be9502ac26,df2acd9cc6194506aa5d0e723cafc1ac,cafa60011ead4675a5d822188e5bbeec,47ab659304d347499002c6b23ec1dfd5
25,4610bdee2aee49b088c74ecc3f3e210d,676cb0c82387467f8370916f29561acd,87d768bf99414e3aaf87f45954afce58,fde26a413aea4063947afda7ccd15b0c,186a61d4d91147c6a2938a1102414598
26,826678a5ce5d45f088203d47afc25863,667f1d68f7ba4481bf8d2d68d2191cb1,293227fdf0e8401cbe555014ad1d4ab2,211e0750594f40ffb4a1c34e20f40e83,224e3e426ac74196a693bfbdef94db1e
27,97c5a1dad7714249a9182340b2a12d4f,7ba2dc95670947cfa0fcf0340720d03c,920c57778ce244a88fa4ee38562515e1,176a345152764e048d1a95799be794a2,c882de2a1d3c43f38b275f57597bd379
28,107493d7d0c0455083f26f2b432003af,cd359785e0fa4686ba7095f26d1555de,4e156734e35448d1a3f8df72ef23780c,a89d82eed25744f28509929b70e58860,c36f994a60b343ac83c0a37109feeec3
29,d676c9ccd1ec411388e89ed667ceaab1,d3eea1ed210f4e2d9ee55357b0271e47,dd0dc5d883f34516a09486673d3eb3de,a409ea1c98c54a009814f79e5538ac0f,f7980a40b683480cb8ec9a1c339f4918
30,70adbec6b9dd47b5b560741d318ece2c,c7d69aa4abb3478f919c723541232445,dafe6444b98d4228833a261a64629f5f,61fa0f04ee0e428798581f7f9c192210,c61de11a9e164166b5176d6162f182b1
31,5203266a27d0407eacf409e592bd6b16,38a04ba6769c4b0094c3499e08dd5b14,2674f6337ca8447183212fa77b3a5dd3,fd6833f1236248eda152600163793d5c,2bff9333962147f1a1a3fe6d2629272c
32,ed54994dd4034b34adb95a3e3d24cdd4,f0ac60625fce49d8a661d86424f3a3e1,c8f8967a5b844276bf50534447b761bc,3417529f1f3442179d437bba3c81a359,862670a881284a999c227db5833a5d6e
33,2d6ecfc154a444718ce9a34326985e09,e4e53a328b3a4811be1c50d98983f030,1672e453544843189565730e2e101681,61cd16cd16e649f889de110956fddc6e,7275fda302034345885f63d1bced3b95
34,7b9e26af334d47d3bbfa427b987c325e,aa6f0c839218478babd951fbf3ee2581,af9f4396201f4c10a05d6905a4cdc59c,23c6d4a60a3a45e3b821a92343e4340a,a4c349d77d474e1eb2ddb8156d4a4f7f
35,f9e717bb8edd40728c1cf37bdd65bc93,04429a9f82c74b07a8dfed97c8d134c9,7dcf865e8dd144fa8311536a55a5f1ea,bdb309fc372446c983293add92ad3d04,847a3f14779347c1bc228da6bb8668cc
36,dac565e433eb41d0b3066da8a046025c,b56c2d81d9fd40b9a9fe62406aceeb6a,60b26ee319e34167b417e7c07773f40d,7993cca613d84728a4cf3d75e7cefc4d,bb0b41d40ee84c1594fb4cbc28f3b195
37,1be6c82cd7a74ce69b42d87d4ed7b748,2c3a73639bd44b0980723393dccd23c1,0e79f8275f9b47df916d07b7f634d3c4,36539544b03a4d3c9f630f5ba369b6fc,2310df31ad7f4256adf0efacc89b637f
38,1695ae30563a45d4ba1b2bc899cd44b9,f582d2428328494ca89ce74f1585e80d,0cc7817aff3b4679b4ccf2de4c93f465,995d1b9ba346472088c5d039deea32a7,1b375d569b5a4f8fa6a034cd2c93609f
39,85669177123543119f8e75f426bffdc0,78c2edfa45934bbc9f96bb6de4f3ccbd,6c90e0dda45041798dfa2a0f4469eff9,38c61cea948449bdab59ced6d8b05fb6,cd69a6d1acd24f2c95dee3307d1351f6
40,59cb7046d3af4a2daa18c695ba959b79,fa23f4f5b12f4599a4221627c55bb385,b2cabbba9f0b4b9da094774e778dc975,ec075f9aee444ce8afa33eb51d8ed450,9e08299f3d304be9846b6dd820e36938
41,f69a29861bb641c4b78b304f27fcaae5,3be690f361914ca19f112d2c00c4867b,9488fd463e3c4060bdba4a202df168cf,57f97aeed14f4a689152348ab55f88e8,5cab86b4d0104a0eb5034ce76cf75fbb
42,bf101d25ed5d4f9d93b7b4500a13a3bf,aa4626ab0c76408483c764744a1ee74f,8ff6eb38ef67452e9ab0791eee5d8016,721ffae40ea44d42820e8f23c10ea7ae,e199a7e0a61e4325808cdd636719b2b9
43,10dece59132549a6ace49188a9a820c9,777f43c306c846238da98273ed6563a7,a30a38202b334e549eb4743c0552de86,a57f08155f6c4b5fa92751ca24f3e933,6744784aa8cb44d5bbe9b86bb7f4e789
44,4614e91a19c4480c89e7fffdd39243bb,952cd379918a4bfcbc976356aaed9abe,d452a5ab016f43f091291f5b3e0fcc5c,1681a3b7ea744ee78c5ef13e75b1d54c,c91773d765724135a611de7549c21497
45,327bbc329a364e8faaa9ca46d18f7dec,3c5a8f6cecfb46ea8682726d70843c17,e2dea0a1e6df468d99889521d696bf49,857bcf734e28469eb5883e3787d2ece4,e7956e83abed435d93fc5807a4774c43
46,62a3338ca1b14dc5ba23b0185bacac9e,e0b102be63f94ce19edeb7ae61b6da33,4e1c3fb61b2c44efaff4a0fb58bccf29,dced7ca96bef4d2c944c84df7ae628cd,b9bc4935065b4625868448c4b797a3a1
47,ae066db619174a0ea6386e9a514c386d,0e8ff9702e4b4d72b6770f9fc8e08fec,8876df9399814af098873545d922176d,b1272b7583fd412d8c9badbfe648b72a,05639da13e9c4b76806afadea49f8766
